trip_id,pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance_km,fare_amount,payment_type,driver_id
982,2026-04-14 07:12:00,2026-04-14 07:55:13,-73.934758,40.752178,-73.957624,40.750316,2,7.65,145.44,efectivo,128
983,2026-04-03 16:17:00,2026-04-03 17:03:32,-73.95739,40.798631,-73.995018,40.686737,4,8.0,153.73,tarjeta,126
984,2026-04-06 00:12:00,2026-04-06 00:34:31,-73.990272,40.697243,-74.008039,40.724803,2,3.33,78.91,efectivo,158
985,2026-04-08 07:22:00,2026-04-08 07:34:33,-74.004697,40.701146,-73.96159,40.799914,1,2.04,57.98,app,148
986,2026-04-24 12:33:00,2026-04-24 12:51:50,-73.972401,40.796683,-74.005306,40.705295,2,3.79,85.29,app,148
987,2026-04-08 16:45:00,2026-04-08 18:16:52,-73.951147,40.778843,-73.796991,40.658263,2,17.69,262.35,tarjeta,149
988,2026-04-29 06:23:00,2026-04-29 07:42:19,-74.014785,40.661183,-73.7649,40.636243,4,20.51,307.92,app,141
989,2026-04-02 15:52:00,2026-04-02 16:07:23,-73.971517,40.783948,-73.997784,40.690775,1,1.3,50.49,efectivo,151
990,2026-04-08 05:17:00,2026-04-08 06:32:58,-73.790742,40.647172,-73.9916,40.723012,2,15.05,301.23,tarjeta,108
991,2026-04-02 20:24:00,2026-04-02 21:27:58,-73.760933,40.634503,-73.991073,40.712366,2,13.88,228.17,efectivo,126
992,2026-04-21 18:23:00,2026-04-21 19:14:31,-73.997453,40.691956,-73.761867,40.647463,1,9.65,195.96,app,129
993,2026-04-24 17:08:00,2026-04-24 17:30:30,-74.005852,40.701062,-74.009561,40.700803,1,4.36,94.86,tarjeta,149
994,2026-04-21 12:31:00,2026-04-21 13:44:31,-73.942937,40.751631,-73.781882,40.656668,3,21.05,340.35,app,123
995,2026-04-24 14:58:00,2026-04-24 17:01:23,-73.766787,40.64208,-73.947794,40.755143,2,21.35,407.59,app,160
996,2026-04-06 19:07:00,2026-04-06 19:52:49,-73.93738,40.748847,-73.950434,40.747019,4,8.89,179.87,tarjeta,134
997,2026-04-05 10:06:00,2026-04-05 10:57:21,-74.010511,40.707445,-74.017718,40.702848,2,8.89,153.86,app,106
998,2026-04-21 17:50:00,2026-04-21 19:39:45,-73.960326,40.759243,-73.797213,40.655191,2,23.54,377.38,tarjeta,171
999,2026-04-17 17:50:00,2026-04-17 19:47:26,-73.789561,40.635097,-74.001385,40.698817,3,20.36,383.36,tarjeta,162
1000,2026-04-01 13:00:00,2026-04-01 13:35:00,-73.934816,40.727251,-73.960367,40.757604,3,9.48,144.87,efectivo,157
1001,2026-04-30 09:35:00,2026-04-30 09:54:10,-74.004434,40.703566,-74.002165,40.706267,2,3.8,76.95,app,177
1002,2026-04-04 08:42:00,2026-04-04 09:10:37,-73.98432,40.793484,-73.99479,40.709453,2,5.11,109.28,tarjeta,102
1003,2026-04-28 10:55:00,2026-04-28 11:21:16,-73.952195,40.777455,-73.972605,40.674774,4,5.59,104.48,app,151
1004,2026-04-30 17:22:00,2026-04-30 18:10:34,-73.990653,40.695497,-74.003205,40.703409,2,8.68,169.2,tarjeta,133
1005,2026-04-23 06:49:00,2026-04-23 07:28:34,-73.991957,40.724149,-73.985887,40.783729,1,7.8,151.62,tarjeta,168
1006,2026-04-30 20:04:00,2026-04-30 20:41:23,-73.764515,40.634585,-74.012568,40.702129,3,7.29,142.21,tarjeta,106
1007,2026-04-13 17:00:00,2026-04-13 18:15:14,-73.993083,40.691866,-73.758258,40.654289,4,17.09,279.98,app,141
1008,2026-04-05 08:08:00,2026-04-05 09:41:13,-73.785537,40.655037,-73.971378,40.646826,2,24.83,424.68,tarjeta,176
1009,2026-04-13 15:16:00,2026-04-13 17:07:48,-73.990309,40.701343,-73.808811,40.668451,4,22.97,412.96,app,131
1010,2026-04-11 17:34:00,2026-04-11 17:57:14,-73.959774,40.784346,-74.014126,40.67127,2,3.52,83.35,tarjeta,153
1011,2026-04-16 08:16:00,2026-04-16 10:05:28,-73.992487,40.703483,-73.785528,40.668116,4,20.25,385.87,tarjeta,137
1012,2026-04-28 06:19:00,2026-04-28 07:45:41,-73.788925,40.634462,-73.753655,40.651821,4,18.16,284.94,app,130
1013,2026-04-03 01:34:00,2026-04-03 02:38:35,-73.962764,40.756377,-73.780875,40.630266,2,11.86,217.08,app,143
1014,2026-04-11 21:36:00,2026-04-11 23:04:42,-73.966565,40.7667,-73.773804,40.666955,4,16.1,323.56,app,108
1015,2026-04-28 08:06:00,2026-04-28 08:34:43,-74.006306,40.701607,-74.008006,40.699085,1,6.09,115.7,app,136
1016,2026-04-10 07:23:00,2026-04-10 07:40:12,-74.013648,40.712224,-73.951038,40.779097,1,1.46,59.61,tarjeta,147
1017,2026-04-21 20:02:00,2026-04-21 20:22:01,-73.997911,40.721298,-74.012171,40.696647,4,4.83,94.87,efectivo,173
1018,2026-04-24 11:29:00,2026-04-24 13:36:41,-73.980411,40.650398,-73.754686,40.640126,3,22.99,423.38,efectivo,139
1019,2026-04-01 15:20:00,2026-04-01 16:09:05,-73.954722,40.791044,-73.999721,40.695615,1,8.16,157.49,app,128
1020,2026-04-17 09:00:00,2026-04-17 09:38:34,-73.974996,40.791442,-73.994565,40.703903,4,9.3,171.49,tarjeta,154
1021,2026-04-26 14:20:00,2026-04-26 14:47:28,-73.951885,40.779919,-73.983186,40.772327,3,5.63,113.03,tarjeta,178
1022,2026-04-22 04:53:00,2026-04-22 05:19:07,-73.972546,40.769473,-73.994815,40.700717,4,5.22,114.93,app,180
1023,2026-04-27 19:58:00,2026-04-27 20:12:09,-73.964471,40.751466,-73.971576,40.76781,1,1.21,49.66,tarjeta,110
1024,2026-04-11 11:17:00,2026-04-11 11:35:55,-74.014261,40.703878,-73.991037,40.708382,4,3.52,86.68,tarjeta,136
1025,2026-04-05 19:10:00,2026-04-05 20:32:41,-74.011444,40.698283,-73.809265,40.660915,4,18.57,306.5,app,149
1026,2026-04-02 18:32:00,2026-04-02 18:51:57,-74.016551,40.690703,-73.95013,40.765848,4,5.04,87.46,efectivo,167
1027,2026-04-07 13:38:00,2026-04-07 14:05:24,-74.017579,40.690673,-73.998375,40.708674,2,5.89,122.35,app,116
1028,2026-04-16 22:44:00,2026-04-16 23:02:21,-73.993687,40.705547,-73.93756,40.755929,2,2.82,67.25,tarjeta,105
1029,2026-04-23 16:37:00,2026-04-23 17:20:22,-73.996713,40.714247,-74.010485,40.695215,4,8.82,163.98,efectivo,180
1030,2026-04-25 13:08:00,2026-04-25 13:34:33,-73.947667,40.736782,-73.994967,40.690542,1,4.42,103.07,tarjeta,164
1031,2026-04-04 07:39:00,2026-04-04 08:23:27,-73.960901,40.798844,-73.949357,40.758315,1,9.46,182.69,tarjeta,156
1032,2026-04-10 05:54:00,2026-04-10 06:21:26,-73.96799,40.725072,-74.01708,40.698232,2,5.11,96.43,app,100
1033,2026-04-20 13:24:00,2026-04-20 13:57:09,-73.951478,40.729634,-73.997899,40.692054,3,7.26,141.03,efectivo,145
1034,2026-04-08 07:33:00,2026-04-08 07:45:09,-73.963457,40.753195,-73.9653,40.774171,2,1.75,50.51,app,105
1035,2026-04-09 07:37:00,2026-04-09 08:17:10,-73.95928,40.726988,-73.994301,40.703635,4,7.48,125.43,tarjeta,117
1036,2026-04-11 16:10:00,2026-04-11 17:43:20,-73.763048,40.66195,-73.974314,40.620106,2,18.55,263.28,app,153
1037,2026-04-24 08:58:00,2026-04-24 09:12:07,-73.99329,40.691142,-73.967955,40.804315,4,1.94,52.47,app,115
1038,2026-04-08 17:33:00,2026-04-08 18:07:10,-73.994492,40.718665,-73.996607,40.690159,3,8.19,140.84,tarjeta,159
1039,2026-04-27 12:50:00,2026-04-27 13:10:26,-74.005162,40.701725,-74.001093,40.695563,1,2.48,66.18,app,145
1040,2026-04-22 18:13:00,2026-04-22 19:05:49,-73.757739,40.64119,-73.98641,40.786173,2,13.49,211.95,efectivo,180
1041,2026-04-14 19:03:00,2026-04-14 19:23:42,-74.008628,40.701625,-74.006695,40.70983,2,1.97,65.11,app,100
1042,2026-04-18 19:36:00,2026-04-18 21:38:18,-74.014131,40.72142,-73.75144,40.637299,1,22.31,381.78,efectivo,152
1043,2026-04-19 16:47:00,2026-04-19 17:59:13,-73.981485,40.78932,-73.770558,40.654357,2,17.37,300.81,tarjeta,157
1044,2026-04-11 08:22:00,2026-04-11 09:25:42,-73.771936,40.658537,-73.997641,40.656854,3,19.27,268.27,tarjeta,166
1045,2026-04-26 16:26:00,2026-04-26 17:23:14,-74.010513,40.718489,-73.767136,40.63121,1,16.13,293.27,tarjeta,134
1046,2026-04-17 19:56:00,2026-04-17 20:08:13,-73.965358,40.731984,-73.962848,40.799897,2,1.36,51.42,tarjeta,126
1047,2026-04-28 17:29:00,2026-04-28 17:38:40,-73.970856,40.77005,-74.008474,40.706689,2,2.16,56.06,efectivo,173
1048,2026-04-29 11:20:00,2026-04-29 12:42:13,-74.006089,40.717191,-73.768793,40.63827,1,15.39,263.34,efectivo,142
1049,2026-04-07 19:07:00,2026-04-07 19:43:34,-73.993276,40.719488,-73.999224,40.704448,2,6.51,125.96,tarjeta,132
1050,2026-04-08 09:55:00,2026-04-08 10:31:40,-73.994483,40.712555,-73.940001,40.732252,1,7.59,136.95,app,166
1051,2026-04-22 12:50:00,2026-04-22 13:41:41,-74.0077,40.707042,-73.947726,40.732078,3,7.94,132.6,app,132
1052,2026-04-14 16:02:00,2026-04-14 17:00:38,-73.783092,40.631086,-73.959055,40.750154,4,10.76,179.1,tarjeta,177
1053,2026-04-05 07:30:00,2026-04-05 07:47:05,-73.996545,40.700205,-74.00006,40.702034,2,1.65,55.23,app,121
1054,2026-04-12 06:44:00,2026-04-12 08:23:08,-73.780662,40.658425,-73.943536,40.732084,3,21.12,261.82,app,103
1055,2026-04-03 23:01:00,2026-04-04 00:42:41,-73.994671,40.717564,-73.751839,40.632903,1,24.77,369.82,tarjeta,153
1056,2026-04-21 17:25:00,2026-04-21 17:52:25,-74.001864,40.714132,-74.006427,40.694573,1,4.79,86.71,efectivo,152
1057,2026-04-14 13:32:00,2026-04-14 13:52:58,-74.012493,40.700597,-74.013143,40.70585,1,2.86,74.51,app,136
1058,2026-04-09 09:41:00,2026-04-09 10:11:43,-74.011619,40.653333,-73.997139,40.70076,4,5.52,99.98,tarjeta,105
1059,2026-04-04 16:54:00,2026-04-04 17:32:47,-73.96655,40.663502,-74.001856,40.692311,4,6.76,132.88,app,175
1060,2026-04-04 10:53:00,2026-04-04 11:09:23,-74.009082,40.637145,-74.003193,40.70385,2,2.45,63.72,efectivo,137
1061,2026-04-12 07:43:00,2026-04-12 08:28:25,-74.00262,40.707329,-74.010436,40.697229,4,8.85,188.39,tarjeta,139
1062,2026-04-30 18:02:00,2026-04-30 18:19:32,-73.981572,40.790954,-74.012826,40.718317,1,2.03,59.02,app,167
1063,2026-04-27 14:24:00,2026-04-27 14:45:03,-74.008203,40.697643,-73.933365,40.754793,4,4.73,101.49,efectivo,129
1064,2026-04-28 19:22:00,2026-04-28 21:03:06,-73.790882,40.651105,-73.940637,40.72842,1,17.92,338.44,tarjeta,112
1065,2026-04-05 19:49:00,2026-04-05 20:03:50,-74.013303,40.691683,-74.017861,40.693781,3,2.66,58.01,tarjeta,154
1066,2026-04-04 06:09:00,2026-04-04 06:24:32,-73.98794,40.797136,-74.013972,40.706316,3,2.65,63.82,app,135
1067,2026-04-18 20:58:00,2026-04-18 21:34:33,-73.987153,40.779258,-73.999257,40.70096,4,6.93,138.1,tarjeta,153
1068,2026-04-30 17:37:00,2026-04-30 18:02:47,-73.9994,40.645601,-73.972359,40.777215,4,4.47,93.33,tarjeta,125
1069,2026-04-30 15:16:00,2026-04-30 15:32:19,-73.946257,40.729726,-73.943365,40.740858,2,2.39,57.17,app,138
1070,2026-04-21 08:12:00,2026-04-21 08:43:10,-74.004191,40.715581,-73.977083,40.771824,3,5.09,105.93,app,126
1071,2026-04-01 13:31:00,2026-04-01 15:07:58,-74.011988,40.702313,-73.783708,40.638681,3,17.36,287.75,tarjeta,120
1072,2026-04-22 16:27:00,2026-04-22 16:55:26,-74.000334,40.72231,-73.970504,40.8098,2,5.6,90.88,efectivo,103
1073,2026-04-12 22:46:00,2026-04-12 23:36:08,-73.946674,40.727299,-73.933716,40.727183,4,9.1,180.89,efectivo,180
1074,2026-04-11 17:52:00,2026-04-11 18:04:18,-73.998234,40.699054,-73.943779,40.746215,4,1.42,46.85,app,100
1075,2026-04-01 17:34:00,2026-04-01 18:16:49,-74.014615,40.707228,-74.011893,40.699292,2,7.23,150.33,tarjeta,151
1076,2026-04-11 07:51:00,2026-04-11 08:56:11,-73.984178,40.800333,-73.760537,40.655375,4,18.67,285.76,app,100
1077,2026-04-03 16:23:00,2026-04-03 17:11:52,-73.995876,40.706177,-73.985401,40.807231,2,7.52,129.95,tarjeta,115
1078,2026-04-02 11:05:00,2026-04-02 12:28:28,-73.998055,40.70276,-73.752278,40.636008,2,20.23,376.18,tarjeta,135
1079,2026-04-29 12:52:00,2026-04-29 13:17:58,-73.996512,40.721462,-74.004638,40.705697,4,3.79,91.99,app,148
1080,2026-04-14 17:19:00,2026-04-14 17:39:46,-73.937905,40.75912,-73.998946,40.692605,1,3.36,75.3,app,171
1081,2026-04-26 15:11:00,2026-04-26 15:30:51,-73.970939,40.678609,-73.99301,40.667379,2,5.58,105.71,efectivo,132
1082,2026-04-06 22:28:00,2026-04-06 23:49:07,-73.965393,40.804102,-73.784674,40.639659,2,16.13,298.04,tarjeta,168
1083,2026-04-22 00:06:00,2026-04-22 00:34:28,-73.999273,40.698387,-73.969639,40.806165,4,3.98,102.32,app,151
1084,2026-04-25 18:28:00,2026-04-25 18:55:52,-73.957923,40.795366,-73.991875,40.717922,2,5.06,98.33,efectivo,176
1085,2026-04-28 12:52:00,2026-04-28 13:01:27,-74.011663,40.690638,-73.994464,40.715297,4,1.6,49.15,tarjeta,146
1086,2026-04-29 18:53:00,2026-04-29 20:29:48,-73.985503,40.79704,-73.773237,40.65254,2,17.44,305.39,tarjeta,103
1087,2026-04-10 09:55:00,2026-04-10 10:39:35,-74.00408,40.713823,-73.957353,40.773221,3,7.11,144.85,app,180
1088,2026-04-29 08:55:00,2026-04-29 10:10:16,-73.772667,40.658417,-74.009527,40.71767,4,21.24,313.76,tarjeta,146
1089,2026-04-02 13:14:00,2026-04-02 13:55:13,-74.018798,40.629236,-74.002586,40.690274,4,5.63,133.48,app,169
1090,2026-04-09 06:09:00,2026-04-09 06:25:09,-74.000936,40.707824,-73.988475,40.680667,4,3.82,76.41,tarjeta,115
1091,2026-04-12 17:12:00,2026-04-12 17:57:39,-74.011677,40.703728,-74.007327,40.690907,3,6.35,131.12,tarjeta,102
1092,2026-04-21 14:25:00,2026-04-21 15:07:31,-74.017474,40.705604,-74.002224,40.704587,3,8.52,164.14,app,180
1093,2026-04-06 12:04:00,2026-04-06 12:32:30,-73.982317,40.807496,-74.015927,40.698466,1,6.33,135.54,efectivo,120
1094,2026-04-12 20:51:00,2026-04-12 22:48:31,-73.948158,40.740485,-73.756658,40.654267,3,20.02,429.73,app,155
1095,2026-04-16 21:05:00,2026-04-16 21:19:10,-73.999012,40.701853,-73.993529,40.708291,4,3.64,66.05,tarjeta,163
1096,2026-04-27 03:15:00,2026-04-27 04:32:54,-74.008923,40.708196,-73.766058,40.667959,2,16.09,242.05,efectivo,138
1097,2026-04-28 20:13:00,2026-04-28 20:39:06,-74.01661,40.705051,-74.000786,40.709693,4,5.14,110.03,tarjeta,150
1098,2026-04-07 12:17:00,2026-04-07 12:44:06,-73.992509,40.710302,-73.957215,40.75043,4,4.96,105.33,tarjeta,160
1099,2026-04-18 10:57:00,2026-04-18 11:40:04,-73.980314,40.780071,-73.987694,40.798129,2,8.59,179.05,tarjeta,121
1100,2026-04-01 06:39:00,2026-04-01 07:19:28,-73.996929,40.700184,-73.954784,40.740154,4,6.07,116.94,tarjeta,169
1101,2026-04-24 15:04:00,2026-04-24 15:23:24,-74.01723,40.695025,-73.938529,40.729454,4,2.82,69.36,tarjeta,127
1102,2026-04-11 20:31:00,2026-04-11 20:55:16,-74.006383,40.701185,-73.969543,40.758411,3,6.85,116.31,tarjeta,165
1103,2026-04-22 20:40:00,2026-04-22 21:21:25,-73.994541,40.717596,-74.006996,40.703998,1,8.32,175.05,efectivo,145
1104,2026-04-02 15:29:00,2026-04-02 15:45:30,-74.013538,40.714607,-73.961602,40.783017,2,2.55,58.11,tarjeta,126
1105,2026-04-30 09:05:00,2026-04-30 09:51:58,-73.965159,40.757689,-73.795438,40.658281,2,11.71,176.02,tarjeta,136
1106,2026-04-20 17:42:00,2026-04-20 18:18:05,-73.932021,40.746717,-73.981905,40.776818,2,7.07,150.41,app,113
1107,2026-04-03 01:57:00,2026-04-03 02:12:14,-73.972307,40.806681,-74.002201,40.711252,3,1.63,52.14,efectivo,157
1108,2026-04-05 12:33:00,2026-04-05 12:49:46,-74.004115,40.722285,-74.013081,40.707947,1,2.34,61.59,efectivo,121
1109,2026-04-18 16:21:00,2026-04-18 16:31:47,-73.999696,40.704682,-74.010936,40.704437,4,2.58,56.24,app,165
1110,2026-04-28 11:49:00,2026-04-28 12:29:39,-73.990645,40.719363,-73.941549,40.75355,4,7.76,149.24,tarjeta,173
1111,2026-04-10 08:25:00,2026-04-10 08:46:25,-74.011109,40.713779,-73.961457,40.727277,2,4.11,80.08,efectivo,106
1112,2026-04-11 17:41:00,2026-04-11 17:52:58,-73.985357,40.666036,-74.009391,40.700538,1,1.91,53.54,tarjeta,167
1113,2026-04-09 15:38:00,2026-04-09 16:08:26,-73.966716,40.729069,-73.942456,40.7268,3,5.93,127.12,app,140
1114,2026-04-30 08:35:00,2026-04-30 09:12:39,-73.965658,40.636945,-73.99022,40.71623,3,6.54,122.16,efectivo,140
1115,2026-04-23 18:11:00,2026-04-23 18:56:32,-73.780434,40.662453,-74.010042,40.692469,2,8.35,154.55,tarjeta,111
1116,2026-04-23 16:29:00,2026-04-23 16:59:45,-73.978967,40.803347,-74.007994,40.723474,2,6.31,127.87,efectivo,129
1117,2026-04-11 12:56:00,2026-04-11 13:19:39,-73.992972,40.701413,-73.951551,40.73293,1,4.71,110.03,app,166
1118,2026-04-17 06:40:00,2026-04-17 07:12:12,-73.977775,40.780787,-73.992797,40.721373,4,8.28,148.94,app,130
1119,2026-04-29 20:09:00,2026-04-29 20:47:08,-73.978399,40.780811,-73.944211,40.749414,2,6.93,131.87,tarjeta,129
1120,2026-04-04 18:21:00,2026-04-04 18:42:32,-74.005958,40.708381,-73.971847,40.636744,4,3.31,79.02,tarjeta,178
1121,2026-04-30 18:30:00,2026-04-30 18:58:28,-74.010293,40.709898,-74.002181,40.719709,4,3.2,93.94,efectivo,134
1122,2026-04-15 07:03:00,2026-04-15 07:20:28,-73.996962,40.722412,-73.987191,40.773249,4,2.83,66.32,tarjeta,172
1123,2026-04-06 15:54:00,2026-04-06 16:07:03,-73.982343,40.763478,-73.983037,40.777999,1,2.11,55.38,tarjeta,164
1124,2026-04-28 16:12:00,2026-04-28 17:17:29,-73.787442,40.638081,-74.008355,40.707696,2,19.22,314.91,tarjeta,150
1125,2026-04-28 19:10:00,2026-04-28 19:27:50,-73.994566,40.714995,-73.95043,40.735177,2,2.4,65.38,tarjeta,171
1126,2026-04-10 15:11:00,2026-04-10 15:51:42,-73.994297,40.720163,-73.942806,40.736236,4,8.59,160.48,efectivo,166
1127,2026-04-22 06:01:00,2026-04-22 07:15:02,-73.7565,40.654997,-73.770619,40.657791,1,19.66,249.64,app,121
1128,2026-04-10 18:59:00,2026-04-10 19:59:10,-74.005033,40.708394,-73.966679,40.683592,4,9.38,170.81,efectivo,159
1129,2026-04-09 20:34:00,2026-04-09 21:35:22,-73.989635,40.78418,-73.775112,40.669243,4,18.41,241.41,tarjeta,162
1130,2026-04-09 12:43:00,2026-04-09 13:41:03,-73.788869,40.657568,-73.757475,40.653367,2,17.85,287.88,efectivo,145
1131,2026-04-14 07:50:00,2026-04-14 08:05:59,-74.012056,40.704894,-74.017591,40.693684,4,1.57,56.77,tarjeta,146
1132,2026-04-27 17:52:00,2026-04-27 18:20:19,-73.982098,40.789664,-74.008885,40.702531,3,6.44,108.0,tarjeta,117
1133,2026-04-25 19:38:00,2026-04-25 20:41:25,-73.992843,40.697405,-73.787715,40.63778,4,15.48,221.23,app,170
1134,2026-04-07 19:25:00,2026-04-07 20:15:35,-74.017978,40.709621,-73.956489,40.793496,3,9.31,175.64,tarjeta,113
1135,2026-04-10 17:33:00,2026-04-10 17:47:55,-73.955253,40.752122,-73.948703,40.737422,3,2.12,62.26,app,138
1136,2026-04-20 14:44:00,2026-04-20 15:23:16,-74.004385,40.652758,-73.998433,40.70594,2,6.18,124.42,tarjeta,144
1137,2026-04-12 13:57:00,2026-04-12 14:22:53,-74.001265,40.715978,-74.008391,40.714095,4,4.85,110.67,app,174
1138,2026-04-21 08:35:00,2026-04-21 09:05:12,-73.936347,40.739714,-73.980763,40.795534,4,6.02,118.92,efectivo,126
1139,2026-04-25 17:44:00,2026-04-25 18:03:35,-73.986016,40.778652,-73.946858,40.747664,2,2.4,61.74,app,133
1140,2026-04-26 13:00:00,2026-04-26 14:38:55,-73.750948,40.641108,-73.967682,40.67165,4,24.91,379.0,tarjeta,106
1141,2026-04-11 21:50:00,2026-04-11 22:11:58,-74.019994,40.702985,-73.957797,40.756591,4,3.21,73.19,app,143
1142,2026-04-14 22:12:00,2026-04-14 22:48:49,-74.005457,40.701888,-74.009391,40.690751,2,5.79,124.2,app,167
1143,2026-04-01 11:31:00,2026-04-01 11:50:39,-73.94992,40.756016,-73.977864,40.77513,1,1.71,63.4,app,102
1144,2026-04-22 15:08:00,2026-04-22 15:30:31,-74.00071,40.632819,-73.948106,40.75223,4,2.45,69.1,tarjeta,176
1145,2026-04-29 14:01:00,2026-04-29 14:35:29,-73.954948,40.792254,-73.997245,40.707,2,6.04,112.83,efectivo,148
1146,2026-04-24 12:46:00,2026-04-24 13:28:12,-73.959225,40.74054,-73.937265,40.73443,2,6.77,142.96,app,104
1147,2026-04-04 16:46:00,2026-04-04 17:31:06,-74.012977,40.693211,-73.969211,40.806626,2,8.54,158.63,tarjeta,131
1148,2026-04-08 08:12:00,2026-04-08 08:43:53,-74.007226,40.701535,-73.994275,40.703518,2,4.52,106.75,app,173
1149,2026-04-30 14:05:00,2026-04-30 15:14:13,-73.963564,40.772515,-73.781234,40.651487,1,18.82,291.16,tarjeta,113
1150,2026-04-27 05:15:00,2026-04-27 05:47:38,-74.002146,40.708982,-73.994133,40.701097,2,6.42,135.45,efectivo,119
1151,2026-04-23 12:22:00,2026-04-23 13:03:37,-74.006286,40.711652,-74.010892,40.719923,3,6.21,135.86,tarjeta,108
1152,2026-04-30 20:20:00,2026-04-30 20:48:31,-74.001992,40.714096,-73.998334,40.705663,3,5.1,87.69,app,147
1153,2026-04-24 12:02:00,2026-04-24 13:15:58,-73.799611,40.637738,-73.991086,40.718596,4,20.59,291.53,tarjeta,125
1154,2026-04-10 10:56:00,2026-04-10 11:24:01,-73.998283,40.690405,-73.980047,40.785319,4,5.07,97.67,tarjeta,161
1155,2026-04-13 04:31:00,2026-04-13 04:53:04,-74.016091,40.702669,-73.997868,40.697445,3,2.87,83.84,efectivo,132
1156,2026-04-25 08:33:00,2026-04-25 09:55:44,-73.773988,40.658967,-74.003753,40.721421,1,17.89,302.82,tarjeta,126
1157,2026-04-28 07:13:00,2026-04-28 07:58:25,-73.970228,40.662811,-73.975432,40.761139,3,8.86,176.47,tarjeta,122
1158,2026-04-12 13:05:00,2026-04-12 13:27:24,-74.005059,40.708787,-74.016945,40.698706,3,4.93,103.89,app,115
1159,2026-04-07 13:31:00,2026-04-07 14:05:32,-74.005457,40.721985,-73.998375,40.709167,3,5.38,96.06,app,110
1160,2026-04-17 16:54:00,2026-04-17 17:20:11,-73.987835,40.68568,-73.962832,40.76612,4,6.12,104.74,app,134
1161,2026-04-18 13:05:00,2026-04-18 13:28:58,-73.97306,40.65507,-73.998898,40.709026,4,5.95,112.05,efectivo,159
1162,2026-04-26 17:43:00,2026-04-26 18:11:44,-74.013448,40.642142,-74.003171,40.705146,1,7.46,107.38,efectivo,116
1163,2026-04-20 04:35:00,2026-04-20 04:57:04,-73.957314,40.733325,-73.939943,40.75241,4,2.36,56.44,efectivo,103
1164,2026-04-30 07:09:00,2026-04-30 07:35:07,-74.018768,40.637327,-73.977774,40.79094,4,4.04,78.2,app,175
1165,2026-04-28 17:34:00,2026-04-28 18:02:26,-74.014809,40.718823,-73.933584,40.728739,3,4.64,94.31,tarjeta,119
1166,2026-04-09 10:11:00,2026-04-09 10:44:15,-73.93134,40.743938,-73.991896,40.700496,2,5.97,115.53,app,156
1167,2026-04-11 07:31:00,2026-04-11 09:20:48,-73.760108,40.668442,-74.002101,40.709481,3,19.56,329.47,efectivo,158
1168,2026-04-23 13:58:00,2026-04-23 14:49:39,-73.999627,40.712508,-73.758606,40.637487,3,15.14,236.98,app,165
1169,2026-04-29 19:57:00,2026-04-29 20:28:59,-74.014694,40.722532,-73.96837,40.752507,3,7.55,155.97,tarjeta,148
1170,2026-04-24 15:26:00,2026-04-24 16:06:04,-74.009997,40.709969,-73.930973,40.735799,1,6.01,107.14,app,163
1171,2026-04-15 16:16:00,2026-04-15 16:46:35,-74.002326,40.667365,-73.951847,40.75517,2,4.44,104.76,tarjeta,146
1172,2026-04-26 19:12:00,2026-04-26 19:44:32,-73.973157,40.642358,-73.941992,40.759375,3,5.25,105.18,app,100
1173,2026-04-24 11:26:00,2026-04-24 11:40:08,-73.997018,40.701111,-73.953362,40.770559,3,1.24,45.35,efectivo,118
1174,2026-04-17 23:40:00,2026-04-18 00:18:10,-74.017728,40.681731,-73.951576,40.756024,2,8.63,168.06,app,143
1175,2026-04-26 14:35:00,2026-04-26 16:46:46,-73.954842,40.755391,-73.793532,40.655045,2,26.28,427.07,tarjeta,110
1176,2026-04-01 16:31:00,2026-04-01 16:58:04,-73.999545,40.708571,-73.954511,40.804005,1,5.45,104.9,app,152
1177,2026-04-11 07:29:00,2026-04-11 07:55:19,-74.014978,40.719134,-73.989492,40.642223,1,5.34,123.45,app,156
1178,2026-04-10 15:42:00,2026-04-10 16:27:40,-73.998001,40.704433,-74.002602,40.705523,4,6.5,122.78,tarjeta,114
1179,2026-04-16 15:01:00,2026-04-16 15:27:52,-74.015395,40.694715,-73.992234,40.652839,2,5.24,100.87,tarjeta,172
1180,2026-04-06 01:58:00,2026-04-06 02:36:28,-73.955328,40.759679,-73.962982,40.620273,2,9.38,188.7,tarjeta,106
1181,2026-04-06 19:26:00,2026-04-06 19:43:07,-73.988541,40.78751,-74.006451,40.65404,3,2.61,66.99,tarjeta,163
1182,2026-04-12 14:14:00,2026-04-12 14:50:21,-73.966236,40.757661,-74.008132,40.707398,1,5.16,128.71,app,120
1183,2026-04-26 13:51:00,2026-04-26 14:11:44,-73.976337,40.771588,-74.01388,40.702986,3,2.48,70.9,efectivo,175
1184,2026-04-12 17:02:00,2026-04-12 17:22:34,-73.956375,40.740819,-74.002383,40.716222,4,2.46,72.13,tarjeta,152
1185,2026-04-17 16:45:00,2026-04-17 17:03:52,-73.984421,40.786325,-74.008533,40.719134,3,2.69,66.22,tarjeta,102
1186,2026-04-03 20:17:00,2026-04-03 20:34:18,-73.963559,40.653137,-74.016933,40.695637,1,2.8,74.57,efectivo,154
1187,2026-04-18 15:35:00,2026-04-18 15:55:32,-73.985588,40.670121,-74.013266,40.715387,3,3.98,83.83,efectivo,134
